image1,image2,label,identity
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-13.jpg,0,10-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-07.jpg,0,10-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-11.jpg,0,10-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-12.jpg,0,10-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-13.jpg,0,10-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-11.jpg,0,10-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-12.jpg,0,10-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-13.jpg,0,10-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-12.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/10-13.jpg,0,10-12
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-06.jpg,0,100-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-07.jpg,0,100-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-11.jpg,0,100-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-12.jpg,0,100-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-13.jpg,0,100-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-07.jpg,0,100-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-11.jpg,0,100-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-12.jpg,0,100-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-13.jpg,0,100-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-11.jpg,0,100-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-12.jpg,0,100-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-13.jpg,0,100-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-12.jpg,0,100-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-13.jpg,0,100-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-12.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/100-13.jpg,0,100-12
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-05.jpg,0,101-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-06.jpg,0,101-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-07.jpg,0,101-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-11.jpg,0,101-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-12.jpg,0,101-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-13.jpg,0,101-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-06.jpg,0,101-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-07.jpg,0,101-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-11.jpg,0,101-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-12.jpg,0,101-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-13.jpg,0,101-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-07.jpg,0,101-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-11.jpg,0,101-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-12.jpg,0,101-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-13.jpg,0,101-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-11.jpg,0,101-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-12.jpg,0,101-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-13.jpg,0,101-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-12.jpg,0,101-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/101-13.jpg,0,101-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-05.jpg,0,102-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-06.jpg,0,102-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-07.jpg,0,102-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-11.jpg,0,102-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-12.jpg,0,102-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-13.jpg,0,102-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-07.jpg,0,102-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-11.jpg,0,102-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-12.jpg,0,102-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-13.jpg,0,102-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-12.jpg,0,102-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/102-13.jpg,0,102-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-07.jpg,0,103-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-11.jpg,0,103-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-12.jpg,0,103-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-13.jpg,0,103-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-12.jpg,0,103-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-13.jpg,0,103-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-12.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/103-13.jpg,0,103-12
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-05.jpg,0,104-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-06.jpg,0,104-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-07.jpg,0,104-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-11.jpg,0,104-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-12.jpg,0,104-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-13.jpg,0,104-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-06.jpg,0,104-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-07.jpg,0,104-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-11.jpg,0,104-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-12.jpg,0,104-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-13.jpg,0,104-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-07.jpg,0,104-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-11.jpg,0,104-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-12.jpg,0,104-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-13.jpg,0,104-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-12.jpg,0,104-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-13.jpg,0,104-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-12.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/104-13.jpg,0,104-12
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-05.jpg,0,105-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-06.jpg,0,105-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-07.jpg,0,105-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-11.jpg,0,105-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-12.jpg,0,105-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-13.jpg,0,105-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-11.jpg,0,105-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-12.jpg,0,105-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-13.jpg,0,105-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-12.jpg,0,105-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/105-13.jpg,0,105-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-05.jpg,0,106-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-06.jpg,0,106-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-07.jpg,0,106-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-11.jpg,0,106-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-12.jpg,0,106-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-04.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-13.jpg,0,106-04
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-07.jpg,0,106-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-11.jpg,0,106-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-12.jpg,0,106-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-13.jpg,0,106-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-12.jpg,0,106-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-11.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-13.jpg,0,106-11
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-12.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/106-13.jpg,0,106-12
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/107-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/107-11.jpg,0,107-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/107-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/107-12.jpg,0,107-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/107-07.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/107-13.jpg,0,107-07
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-06.jpg,0,108-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-07.jpg,0,108-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-11.jpg,0,108-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-12.jpg,0,108-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-05.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-13.jpg,0,108-05
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-07.jpg,0,108-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-11.jpg,0,108-06
C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-06.jpg,C:/Users/kekyi/Downloads/FYP/D-MAD/FEI_preprocessed/bonafide/108-12.jpg,0,108-06
